r       t
1	912
2	1036
3	1116
4	932
5	1026
6	928
7	1071
8	1129
9	921
10	883
11	929
12	963
13	986
14	1075
15	920
16	937
17	1137
18	954
19	975
20	1003
21	1173
22	967
23	1046
24	1023
25	1143
26	1297
27	884
28	1270
29	1125
30	919
31	1000
32	1020
33	1099
34	1083
35	1021
36	897
37	983
38	989
39	1206
40	1093
41	1177
42	894
43	945
44	1002
45	884
46	1069
47	938
48	908
49	1065
50	939
51	1022
52	983
53	1008
54	1005
55	972
56	1058
57	982
58	982
59	941
60	1161
61	938
62	911
63	901
64	1082
65	921
66	1172
67	1038
68	913
69	887
70	1211
71	941
72	1085
73	971
74	1020
75	971
76	1026
77	966
78	1118
79	1056
80	962
81	899
82	1100
83	1147
84	929
85	993
86	929
87	936
88	905
89	1010
90	994
91	963
92	965
93	1059
94	954
95	1025
96	993
97	1005
98	1076
99	1127
100	1092
101	947
102	1002
103	928
104	1143
105	1126
106	887
107	1041
108	1232
109	1024
110	1095
111	1103
112	1008
113	931
114	1078
115	964
116	1006
117	958
118	1100
119	1119
120	1056
121	1020
122	923
123	1072
124	1006
125	1053
126	1099
127	932
128	997
129	1066
130	995
131	932
132	950
133	1055
134	890
135	985
136	966
137	885
138	1253
139	907
140	1174
141	1014
142	935
143	953
144	1204
145	1029
146	1092
147	1039
148	987
149	1055
150	961
151	1184
152	1125
153	941
154	1026
155	1125
156	1062
157	1092
158	1077
159	1086
160	1103
161	1066
162	1162
163	996
164	1090
165	923
166	1157
167	1231
168	1161
169	912
170	955
171	938
172	1075
173	1023
174	898
175	1077
176	901
177	871
178	1041
179	922
180	1027
181	908
182	879
183	911
184	1051
185	1178
186	1147
187	1003
188	1190
189	980
190	985
191	991
192	895
193	995
194	1103
195	897
196	1080
197	927
198	1059
199	1165
200	1142
201	1075
202	1089
203	1255
204	1002
205	1132
206	1067
207	931
208	907
209	1017
210	960
211	1069
212	1091
213	922
214	889
215	1078
216	1023
217	1013
218	873
219	1049
220	1121
221	1131
222	1055
223	943
224	1044
225	1101
226	1124
227	1024
228	1067
229	1035
230	950
231	1065
232	1166
233	873
234	1081
235	1157
236	886
237	971
238	888
239	874
240	969
241	1109
242	1116
243	1009
244	1139
245	1030
246	1148
247	979
248	1046
249	1023
250	907
251	1006
252	911
253	1178
254	1118
255	911
256	1011
257	1019
258	1067
259	1062
260	966
261	1077
262	1304
263	1016
264	1096
265	1236
266	1017
267	1132
268	982
269	1064
270	1132
271	958
272	987
273	1174
274	1098
275	1133
276	1004
277	1129
278	954
279	1012
280	903
281	917
282	943
283	954
284	1043
285	1064
286	1124
287	895
288	1074
289	992
290	1101
291	1000
292	1097
293	1025
294	993
295	909
296	971
297	1001
298	1112
299	1133
300	935
301	1124
302	974
303	1028
304	1096
305	1193
306	974
307	1173
308	1026
309	1021
310	1136
311	1052
312	1060
313	1236
314	1238
315	917
316	1121
317	1004
318	1008
319	1291
320	1111
321	943
322	998
323	1136
324	1017
325	1080
326	1061
327	947
328	1113
329	999
330	1021
331	935
332	1216
333	999
334	1013
335	1220
336	1275
337	1117
338	1013
339	1137
340	977
341	1159
342	1127
343	964
344	1200
345	1059
346	976
347	1088
348	1066
349	1202
350	1086
351	984
352	1301
353	1173
354	1313
355	1036
356	1052
357	1068
358	1070
359	961
360	1144
361	1176
362	1001
363	1126
364	955
365	1086
366	1111
367	947
368	1011
369	1264
370	1190
371	1064
372	1157
373	1103
374	1106
375	1130
376	946
377	1165
378	1024
379	1298
380	1137
381	1200
382	1164
383	1150
384	1143
385	1162
386	974
387	990
388	1027
389	1119
390	1035
391	943
392	1083
393	1100
394	1368
395	1117
396	978
397	1069
398	1150
399	1062
400	1230
